,team,total,team_opp,total_opp,season,date,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,won
64,MIL,103,BOS,101,2022,2022-05-07,240.0,240.0,40.0,99.0,0.404,9.0,34.0,0.265,14.0,17.0,0.824,13.0,40.0,53.0,20.0,8.0,4.0,10.0,27.0,103.0,,0.484,0.449,0.343,0.172,26.5,78.4,53.0,50.0,8.0,7.4,8.6,100.0,103.5,101.5,,,16.0,30.0,0.533,3.0,10.0,0.5,9.0,12.0,1.0,3.0,10.0,12.0,8.0,3.0,2.0,3.0,5.0,42.0,11.0,0.595,0.55,1.0,0.4,11.5,40.9,20.9,48.7,3.4,4.6,25.0,40.6,124.0,112.0,1,0,240.0,240.0,32.0,87.0,0.368,9.0,33.0,0.273,28.0,34.0,0.824,11.0,36.0,47.0,23.0,5.0,13.0,12.0,21.0,101.0,,0.495,0.42,0.379,0.391,21.6,73.5,47.0,71.9,5.0,20.0,10.5,100.0,101.5,103.5,,,9.0,19.0,0.556,4.0,7.0,0.667,10.0,11.0,1.0,4.0,13.0,16.0,5.0,2.0,4.0,4.0,5.0,27.0,9.0,0.735,0.667,0.667,1.333,16.1,42.9,21.0,42.3,4.1,9.5,100.0,26.4,149.0,112.0,0,True
65,BOS,101,MIL,103,2022,2022-05-07,240.0,240.0,32.0,87.0,0.368,9.0,33.0,0.273,28.0,34.0,0.824,11.0,36.0,47.0,23.0,5.0,13.0,12.0,21.0,101.0,,0.495,0.42,0.379,0.391,21.6,73.5,47.0,71.9,5.0,20.0,10.5,100.0,101.5,103.5,,,9.0,19.0,0.556,4.0,7.0,0.667,10.0,11.0,1.0,4.0,13.0,16.0,5.0,2.0,4.0,4.0,5.0,27.0,9.0,0.735,0.667,0.667,1.333,16.1,42.9,21.0,42.3,4.1,9.5,100.0,26.4,149.0,112.0,0,1,240.0,240.0,40.0,99.0,0.404,9.0,34.0,0.265,14.0,17.0,0.824,13.0,40.0,53.0,20.0,8.0,4.0,10.0,27.0,103.0,,0.484,0.449,0.343,0.172,26.5,78.4,53.0,50.0,8.0,7.4,8.6,100.0,103.5,101.5,,,16.0,30.0,0.533,3.0,10.0,0.5,9.0,12.0,1.0,3.0,10.0,12.0,8.0,3.0,2.0,3.0,5.0,42.0,11.0,0.595,0.55,1.0,0.4,11.5,40.9,20.9,48.7,3.4,4.6,25.0,40.6,124.0,112.0,1,False
66,MEM,112,GSW,142,2022,2022-05-07,240.0,240.0,40.0,92.0,0.435,16.0,43.0,0.372,16.0,21.0,0.762,7.0,23.0,30.0,21.0,7.0,4.0,10.0,20.0,112.0,,0.553,0.522,0.467,0.228,17.1,85.2,44.1,52.5,6.8,7.5,9.0,100.0,109.1,138.4,,,13.0,21.0,1.0,4.0,8.0,1.0,4.0,5.0,1.0,2.0,3.0,4.0,7.0,3.0,2.0,3.0,4.0,34.0,-3.0,1.25,1.25,0.7,1.0,25.5,63.3,25.1,54.3,3.9,11.2,17.2,30.1,248.0,143.0,0,1,240.0,240.0,53.0,85.0,0.624,17.0,32.0,0.531,19.0,21.0,0.905,4.0,34.0,38.0,34.0,5.0,4.0,16.0,24.0,142.0,,0.753,0.724,0.376,0.247,14.8,82.9,55.9,64.2,4.9,8.2,14.5,100.0,138.4,109.1,,,11.0,17.0,1.0,4.0,8.0,1.0,14.0,14.0,1.0,1.0,9.0,9.0,8.0,2.0,2.0,4.0,5.0,30.0,33.0,1.0,1.0,0.714,1.0,10.4,30.0,18.1,38.5,3.6,8.0,100.0,34.7,214.0,116.0,1,False
67,GSW,142,MEM,112,2022,2022-05-07,240.0,240.0,53.0,85.0,0.624,17.0,32.0,0.531,19.0,21.0,0.905,4.0,34.0,38.0,34.0,5.0,4.0,16.0,24.0,142.0,,0.753,0.724,0.376,0.247,14.8,82.9,55.9,64.2,4.9,8.2,14.5,100.0,138.4,109.1,,,11.0,17.0,1.0,4.0,8.0,1.0,14.0,14.0,1.0,1.0,9.0,9.0,8.0,2.0,2.0,4.0,5.0,30.0,33.0,1.0,1.0,0.714,1.0,10.4,30.0,18.1,38.5,3.6,8.0,100.0,34.7,214.0,116.0,1,0,240.0,240.0,40.0,92.0,0.435,16.0,43.0,0.372,16.0,21.0,0.762,7.0,23.0,30.0,21.0,7.0,4.0,10.0,20.0,112.0,,0.553,0.522,0.467,0.228,17.1,85.2,44.1,52.5,6.8,7.5,9.0,100.0,109.1,138.4,,,13.0,21.0,1.0,4.0,8.0,1.0,4.0,5.0,1.0,2.0,3.0,4.0,7.0,3.0,2.0,3.0,4.0,34.0,-3.0,1.25,1.25,0.7,1.0,25.5,63.3,25.1,54.3,3.9,11.2,17.2,30.1,248.0,143.0,0,True
68,DAL,103,PHO,94,2022,2022-05-06,240.0,240.0,40.0,90.0,0.444,13.0,39.0,0.333,10.0,13.0,0.769,8.0,28.0,36.0,25.0,12.0,4.0,8.0,19.0,103.0,,0.538,0.517,0.433,0.144,18.2,75.7,44.4,62.5,13.2,8.3,7.7,100.0,113.5,103.6,,,11.0,25.0,0.667,4.0,11.0,0.5,7.0,7.0,1.0,3.0,10.0,13.0,9.0,3.0,3.0,5.0,5.0,28.0,20.0,0.778,0.778,0.909,0.333,21.5,38.0,23.3,51.6,5.2,9.1,15.5,43.6,160.0,117.0,1,0,240.0,240.0,34.0,76.0,0.447,13.0,28.0,0.464,13.0,15.0,0.867,9.0,36.0,45.0,23.0,5.0,1.0,17.0,14.0,94.0,,0.569,0.533,0.368,0.197,24.3,81.8,55.6,67.6,5.5,2.0,17.1,100.0,103.6,113.5,,,7.0,14.0,0.6,5.0,8.0,0.667,4.0,4.0,1.0,4.0,7.0,11.0,6.0,2.0,1.0,7.0,4.0,19.0,3.0,0.792,0.792,1.0,0.75,15.8,52.7,28.6,30.0,5.0,2.5,43.8,72.3,170.0,120.0,0,True
69,PHO,94,DAL,103,2022,2022-05-06,240.0,240.0,34.0,76.0,0.447,13.0,28.0,0.464,13.0,15.0,0.867,9.0,36.0,45.0,23.0,5.0,1.0,17.0,14.0,94.0,,0.569,0.533,0.368,0.197,24.3,81.8,55.6,67.6,5.5,2.0,17.1,100.0,103.6,113.5,,,7.0,14.0,0.6,5.0,8.0,0.667,4.0,4.0,1.0,4.0,7.0,11.0,6.0,2.0,1.0,7.0,4.0,19.0,3.0,0.792,0.792,1.0,0.75,15.8,52.7,28.6,30.0,5.0,2.5,43.8,72.3,170.0,120.0,0,1,240.0,240.0,40.0,90.0,0.444,13.0,39.0,0.333,10.0,13.0,0.769,8.0,28.0,36.0,25.0,12.0,4.0,8.0,19.0,103.0,,0.538,0.517,0.433,0.144,18.2,75.7,44.4,62.5,13.2,8.3,7.7,100.0,113.5,103.6,,,11.0,25.0,0.667,4.0,11.0,0.5,7.0,7.0,1.0,3.0,10.0,13.0,9.0,3.0,3.0,5.0,5.0,28.0,20.0,0.778,0.778,0.909,0.333,21.5,38.0,23.3,51.6,5.2,9.1,15.5,43.6,160.0,117.0,1,False
70,MIA,79,PHI,99,2022,2022-05-06,240.0,240.0,27.0,77.0,0.351,7.0,30.0,0.233,18.0,24.0,0.75,11.0,25.0,36.0,14.0,11.0,1.0,12.0,22.0,79.0,,0.451,0.396,0.39,0.312,23.9,75.8,45.6,51.9,12.9,2.9,12.1,100.0,92.7,116.1,,,12.0,22.0,0.667,3.0,11.0,0.5,8.0,10.0,1.0,3.0,7.0,10.0,3.0,3.0,1.0,3.0,5.0,33.0,7.0,0.667,0.667,1.0,0.889,50.1,69.8,29.2,23.8,6.2,5.2,25.0,37.1,121.0,127.0,0,1,240.0,240.0,32.0,67.0,0.478,16.0,33.0,0.485,19.0,22.0,0.864,8.0,35.0,43.0,22.0,7.0,3.0,18.0,24.0,99.0,,0.646,0.597,0.493,0.328,24.2,76.1,54.4,68.8,8.2,6.4,19.0,100.0,116.1,92.7,,,7.0,13.0,1.0,7.0,9.0,0.833,8.0,10.0,1.0,3.0,10.0,11.0,8.0,2.0,1.0,7.0,6.0,21.0,27.0,1.167,1.167,1.0,0.833,33.9,36.3,21.1,36.5,2.9,5.2,32.5,29.4,223.0,104.0,1,False
71,PHI,99,MIA,79,2022,2022-05-06,240.0,240.0,32.0,67.0,0.478,16.0,33.0,0.485,19.0,22.0,0.864,8.0,35.0,43.0,22.0,7.0,3.0,18.0,24.0,99.0,,0.646,0.597,0.493,0.328,24.2,76.1,54.4,68.8,8.2,6.4,19.0,100.0,116.1,92.7,,,7.0,13.0,1.0,7.0,9.0,0.833,8.0,10.0,1.0,3.0,10.0,11.0,8.0,2.0,1.0,7.0,6.0,21.0,27.0,1.167,1.167,1.0,0.833,33.9,36.3,21.1,36.5,2.9,5.2,32.5,29.4,223.0,104.0,1,0,240.0,240.0,27.0,77.0,0.351,7.0,30.0,0.233,18.0,24.0,0.75,11.0,25.0,36.0,14.0,11.0,1.0,12.0,22.0,79.0,,0.451,0.396,0.39,0.312,23.9,75.8,45.6,51.9,12.9,2.9,12.1,100.0,92.7,116.1,,,12.0,22.0,0.667,3.0,11.0,0.5,8.0,10.0,1.0,3.0,7.0,10.0,3.0,3.0,1.0,3.0,5.0,33.0,7.0,0.667,0.667,1.0,0.889,50.1,69.8,29.2,23.8,6.2,5.2,25.0,37.1,121.0,127.0,0,True
72,PHI,103,MIA,119,2022,2022-05-04,240.0,240.0,38.0,84.0,0.452,8.0,30.0,0.267,19.0,22.0,0.864,5.0,29.0,34.0,17.0,10.0,4.0,8.0,25.0,103.0,,0.55,0.5,0.357,0.262,12.2,78.4,43.6,44.7,10.5,8.2,7.9,100.0,108.2,125.0,,,12.0,22.0,1.0,2.0,9.0,0.5,9.0,11.0,1.0,1.0,5.0,6.0,9.0,4.0,2.0,3.0,6.0,34.0,3.0,1.0,1.0,0.9,2.0,8.7,93.8,44.5,33.6,5.3,70.8,100.0,98.3,205.0,134.0,0,1,240.0,240.0,40.0,78.0,0.513,14.0,29.0,0.483,25.0,31.0,0.806,8.0,36.0,44.0,25.0,5.0,3.0,14.0,22.0,119.0,,0.649,0.603,0.372,0.397,21.6,87.8,56.4,62.5,5.3,5.6,13.3,100.0,125.0,108.2,,,8.0,15.0,1.0,3.0,6.0,0.75,9.0,11.0,1.0,3.0,8.0,9.0,12.0,2.0,1.0,4.0,4.0,23.0,15.0,1.0,1.0,1.0,1.0,12.3,100.0,67.1,52.0,3.8,8.4,23.9,33.4,200.0,114.0,1,False
73,MIA,119,PHI,103,2022,2022-05-04,240.0,240.0,40.0,78.0,0.513,14.0,29.0,0.483,25.0,31.0,0.806,8.0,36.0,44.0,25.0,5.0,3.0,14.0,22.0,119.0,,0.649,0.603,0.372,0.397,21.6,87.8,56.4,62.5,5.3,5.6,13.3,100.0,125.0,108.2,,,8.0,15.0,1.0,3.0,6.0,0.75,9.0,11.0,1.0,3.0,8.0,9.0,12.0,2.0,1.0,4.0,4.0,23.0,15.0,1.0,1.0,1.0,1.0,12.3,100.0,67.1,52.0,3.8,8.4,23.9,33.4,200.0,114.0,1,0,240.0,240.0,38.0,84.0,0.452,8.0,30.0,0.267,19.0,22.0,0.864,5.0,29.0,34.0,17.0,10.0,4.0,8.0,25.0,103.0,,0.55,0.5,0.357,0.262,12.2,78.4,43.6,44.7,10.5,8.2,7.9,100.0,108.2,125.0,,,12.0,22.0,1.0,2.0,9.0,0.5,9.0,11.0,1.0,1.0,5.0,6.0,9.0,4.0,2.0,3.0,6.0,34.0,3.0,1.0,1.0,0.9,2.0,8.7,93.8,44.5,33.6,5.3,70.8,100.0,98.3,205.0,134.0,0,True
74,PHO,129,DAL,109,2022,2022-05-04,240.0,240.0,49.0,76.0,0.645,13.0,25.0,0.52,18.0,21.0,0.857,4.0,30.0,34.0,28.0,6.0,6.0,16.0,28.0,129.0,,0.757,0.73,0.329,0.276,18.2,81.1,57.6,57.1,6.3,15.8,15.8,100.0,136.5,115.3,,,11.0,19.0,1.0,5.0,8.0,1.0,5.0,5.0,1.0,1.0,6.0,7.0,8.0,2.0,3.0,3.0,5.0,30.0,31.0,1.5,1.5,1.0,0.714,11.8,37.6,23.6,39.1,14.7,38.5,100.0,29.8,197.0,124.0,1,0,240.0,240.0,36.0,79.0,0.456,17.0,41.0,0.415,20.0,24.0,0.833,7.0,18.0,25.0,19.0,7.0,1.0,14.0,26.0,109.0,,0.609,0.563,0.519,0.304,18.9,81.8,42.4,52.8,7.4,2.0,13.5,100.0,115.3,136.5,,,13.0,22.0,1.0,5.0,10.0,1.0,4.0,5.0,1.0,2.0,4.0,5.0,7.0,2.0,1.0,7.0,5.0,35.0,7.0,1.5,1.5,1.0,2.0,55.4,46.6,34.7,79.6,10.8,4.6,41.0,39.7,285.0,141.0,0,True
75,DAL,109,PHO,129,2022,2022-05-04,240.0,240.0,36.0,79.0,0.456,17.0,41.0,0.415,20.0,24.0,0.833,7.0,18.0,25.0,19.0,7.0,1.0,14.0,26.0,109.0,,0.609,0.563,0.519,0.304,18.9,81.8,42.4,52.8,7.4,2.0,13.5,100.0,115.3,136.5,,,13.0,22.0,1.0,5.0,10.0,1.0,4.0,5.0,1.0,2.0,4.0,5.0,7.0,2.0,1.0,7.0,5.0,35.0,7.0,1.5,1.5,1.0,2.0,55.4,46.6,34.7,79.6,10.8,4.6,41.0,39.7,285.0,141.0,0,1,240.0,240.0,49.0,76.0,0.645,13.0,25.0,0.52,18.0,21.0,0.857,4.0,30.0,34.0,28.0,6.0,6.0,16.0,28.0,129.0,,0.757,0.73,0.329,0.276,18.2,81.1,57.6,57.1,6.3,15.8,15.8,100.0,136.5,115.3,,,11.0,19.0,1.0,5.0,8.0,1.0,5.0,5.0,1.0,1.0,6.0,7.0,8.0,2.0,3.0,3.0,5.0,30.0,31.0,1.5,1.5,1.0,0.714,11.8,37.6,23.6,39.1,14.7,38.5,100.0,29.8,197.0,124.0,1,False
76,MEM,106,GSW,101,2022,2022-05-03,240.0,240.0,36.0,91.0,0.396,14.0,45.0,0.311,20.0,21.0,0.952,13.0,36.0,49.0,17.0,13.0,6.0,14.0,23.0,106.0,,0.529,0.473,0.495,0.231,25.5,72.0,48.5,47.2,12.9,10.5,12.3,100.0,104.9,99.9,,,15.0,31.0,1.0,5.0,12.0,0.5,12.0,13.0,1.0,3.0,6.0,8.0,8.0,3.0,3.0,4.0,6.0,47.0,13.0,1.025,1.0,0.889,0.5,14.4,29.4,21.8,51.8,16.6,9.7,44.4,44.0,239.0,112.0,1,0,240.0,240.0,40.0,95.0,0.421,7.0,38.0,0.184,14.0,18.0,0.778,14.0,38.0,52.0,27.0,6.0,2.0,18.0,20.0,101.0,,0.491,0.458,0.4,0.189,28.0,74.5,51.5,67.5,5.9,4.3,14.9,100.0,99.9,104.9,,,11.0,25.0,1.0,3.0,12.0,0.273,3.0,4.0,1.0,5.0,9.0,10.0,8.0,3.0,1.0,5.0,5.0,27.0,17.0,1.0,1.0,0.632,1.0,13.6,42.2,21.3,36.6,3.5,3.2,50.0,31.1,123.0,116.0,0,True
77,GSW,101,MEM,106,2022,2022-05-03,240.0,240.0,40.0,95.0,0.421,7.0,38.0,0.184,14.0,18.0,0.778,14.0,38.0,52.0,27.0,6.0,2.0,18.0,20.0,101.0,,0.491,0.458,0.4,0.189,28.0,74.5,51.5,67.5,5.9,4.3,14.9,100.0,99.9,104.9,,,11.0,25.0,1.0,3.0,12.0,0.273,3.0,4.0,1.0,5.0,9.0,10.0,8.0,3.0,1.0,5.0,5.0,27.0,17.0,1.0,1.0,0.632,1.0,13.6,42.2,21.3,36.6,3.5,3.2,50.0,31.1,123.0,116.0,0,1,240.0,240.0,36.0,91.0,0.396,14.0,45.0,0.311,20.0,21.0,0.952,13.0,36.0,49.0,17.0,13.0,6.0,14.0,23.0,106.0,,0.529,0.473,0.495,0.231,25.5,72.0,48.5,47.2,12.9,10.5,12.3,100.0,104.9,99.9,,,15.0,31.0,1.0,5.0,12.0,0.5,12.0,13.0,1.0,3.0,6.0,8.0,8.0,3.0,3.0,4.0,6.0,47.0,13.0,1.025,1.0,0.889,0.5,14.4,29.4,21.8,51.8,16.6,9.7,44.4,44.0,239.0,112.0,1,False
78,MIL,86,BOS,109,2022,2022-05-03,240.0,240.0,34.0,73.0,0.466,3.0,18.0,0.167,15.0,23.0,0.652,5.0,32.0,37.0,16.0,4.0,5.0,16.0,19.0,86.0,,0.517,0.486,0.247,0.315,13.2,82.1,48.1,47.1,4.4,13.5,16.1,100.0,94.7,120.0,,,11.0,27.0,1.0,1.0,6.0,0.5,5.0,9.0,1.0,2.0,8.0,9.0,7.0,2.0,3.0,6.0,5.0,28.0,-2.0,1.0,1.0,1.0,1.0,10.0,65.9,33.4,44.5,2.8,15.4,75.0,51.9,149.0,128.0,0,1,240.0,240.0,38.0,80.0,0.475,20.0,43.0,0.465,13.0,15.0,0.867,7.0,33.0,40.0,28.0,10.0,5.0,11.0,23.0,109.0,,0.629,0.6,0.538,0.188,17.9,86.8,51.9,73.7,11.0,9.1,11.3,100.0,120.0,94.7,,,11.0,20.0,0.8,6.0,10.0,0.667,4.0,5.0,1.0,2.0,11.0,11.0,8.0,4.0,2.0,4.0,5.0,30.0,22.0,0.85,0.8,1.0,2.0,9.7,67.7,33.4,33.8,5.7,6.9,25.0,49.5,155.0,103.0,1,False
79,BOS,109,MIL,86,2022,2022-05-03,240.0,240.0,38.0,80.0,0.475,20.0,43.0,0.465,13.0,15.0,0.867,7.0,33.0,40.0,28.0,10.0,5.0,11.0,23.0,109.0,,0.629,0.6,0.538,0.188,17.9,86.8,51.9,73.7,11.0,9.1,11.3,100.0,120.0,94.7,,,11.0,20.0,0.8,6.0,10.0,0.667,4.0,5.0,1.0,2.0,11.0,11.0,8.0,4.0,2.0,4.0,5.0,30.0,22.0,0.85,0.8,1.0,2.0,9.7,67.7,33.4,33.8,5.7,6.9,25.0,49.5,155.0,103.0,1,0,240.0,240.0,34.0,73.0,0.466,3.0,18.0,0.167,15.0,23.0,0.652,5.0,32.0,37.0,16.0,4.0,5.0,16.0,19.0,86.0,,0.517,0.486,0.247,0.315,13.2,82.1,48.1,47.1,4.4,13.5,16.1,100.0,94.7,120.0,,,11.0,27.0,1.0,1.0,6.0,0.5,5.0,9.0,1.0,2.0,8.0,9.0,7.0,2.0,3.0,6.0,5.0,28.0,-2.0,1.0,1.0,1.0,1.0,10.0,65.9,33.4,44.5,2.8,15.4,75.0,51.9,149.0,128.0,0,True
80,DAL,114,PHO,121,2022,2022-05-02,240.0,240.0,40.0,85.0,0.471,16.0,39.0,0.41,18.0,25.0,0.72,7.0,29.0,36.0,16.0,6.0,2.0,8.0,22.0,114.0,,0.594,0.565,0.459,0.294,15.6,69.0,41.4,40.0,6.4,3.2,7.7,100.0,121.4,128.9,,,15.0,30.0,0.667,5.0,11.0,0.625,11.0,14.0,1.0,3.0,10.0,12.0,8.0,2.0,1.0,5.0,6.0,45.0,11.0,0.848,0.944,1.0,0.556,7.9,25.7,14.9,52.6,6.0,3.1,12.1,42.8,240.0,137.0,0,1,240.0,240.0,46.0,91.0,0.505,11.0,28.0,0.393,18.0,18.0,1.0,13.0,38.0,51.0,27.0,3.0,6.0,9.0,21.0,121.0,,0.612,0.566,0.308,0.198,31.0,84.4,58.6,58.7,3.2,13.0,8.3,100.0,128.9,121.4,,,12.0,20.0,0.667,3.0,6.0,0.6,8.0,8.0,1.0,3.0,6.0,9.0,8.0,1.0,2.0,3.0,5.0,25.0,14.0,0.917,0.917,1.0,0.444,10.4,35.8,18.5,34.6,3.6,4.9,50.0,29.8,163.0,125.0,1,False
81,PHO,121,DAL,114,2022,2022-05-02,240.0,240.0,46.0,91.0,0.505,11.0,28.0,0.393,18.0,18.0,1.0,13.0,38.0,51.0,27.0,3.0,6.0,9.0,21.0,121.0,,0.612,0.566,0.308,0.198,31.0,84.4,58.6,58.7,3.2,13.0,8.3,100.0,128.9,121.4,,,12.0,20.0,0.667,3.0,6.0,0.6,8.0,8.0,1.0,3.0,6.0,9.0,8.0,1.0,2.0,3.0,5.0,25.0,14.0,0.917,0.917,1.0,0.444,10.4,35.8,18.5,34.6,3.6,4.9,50.0,29.8,163.0,125.0,1,0,240.0,240.0,40.0,85.0,0.471,16.0,39.0,0.41,18.0,25.0,0.72,7.0,29.0,36.0,16.0,6.0,2.0,8.0,22.0,114.0,,0.594,0.565,0.459,0.294,15.6,69.0,41.4,40.0,6.4,3.2,7.7,100.0,121.4,128.9,,,15.0,30.0,0.667,5.0,11.0,0.625,11.0,14.0,1.0,3.0,10.0,12.0,8.0,2.0,1.0,5.0,6.0,45.0,11.0,0.848,0.944,1.0,0.556,7.9,25.7,14.9,52.6,6.0,3.1,12.1,42.8,240.0,137.0,0,True
82,MIA,106,PHI,92,2022,2022-05-02,240.0,240.0,40.0,92.0,0.435,9.0,36.0,0.25,17.0,18.0,0.944,15.0,32.0,47.0,21.0,5.0,2.0,11.0,18.0,106.0,,0.53,0.484,0.391,0.196,34.9,78.0,56.0,52.5,5.5,4.4,9.9,100.0,117.0,101.5,,,9.0,17.0,0.8,4.0,7.0,0.667,8.0,8.0,1.0,5.0,9.0,12.0,7.0,2.0,1.0,3.0,5.0,25.0,27.0,0.888,0.8,0.875,0.8,20.0,31.2,20.3,45.4,3.5,4.0,18.2,37.6,160.0,109.0,1,0,240.0,240.0,34.0,79.0,0.43,6.0,34.0,0.176,18.0,20.0,0.9,9.0,28.0,37.0,18.0,4.0,6.0,14.0,17.0,92.0,,0.524,0.468,0.43,0.253,22.0,65.1,44.0,52.9,4.4,10.7,13.8,100.0,101.5,117.0,,,11.0,18.0,1.0,2.0,7.0,0.5,6.0,6.0,1.0,5.0,8.0,9.0,5.0,2.0,2.0,5.0,5.0,27.0,7.0,1.0,1.0,1.0,1.0,44.9,34.2,39.4,55.2,4.9,9.9,50.0,29.7,218.0,127.0,0,True
83,PHI,92,MIA,106,2022,2022-05-02,240.0,240.0,34.0,79.0,0.43,6.0,34.0,0.176,18.0,20.0,0.9,9.0,28.0,37.0,18.0,4.0,6.0,14.0,17.0,92.0,,0.524,0.468,0.43,0.253,22.0,65.1,44.0,52.9,4.4,10.7,13.8,100.0,101.5,117.0,,,11.0,18.0,1.0,2.0,7.0,0.5,6.0,6.0,1.0,5.0,8.0,9.0,5.0,2.0,2.0,5.0,5.0,27.0,7.0,1.0,1.0,1.0,1.0,44.9,34.2,39.4,55.2,4.9,9.9,50.0,29.7,218.0,127.0,0,1,240.0,240.0,40.0,92.0,0.435,9.0,36.0,0.25,17.0,18.0,0.944,15.0,32.0,47.0,21.0,5.0,2.0,11.0,18.0,106.0,,0.53,0.484,0.391,0.196,34.9,78.0,56.0,52.5,5.5,4.4,9.9,100.0,117.0,101.5,,,9.0,17.0,0.8,4.0,7.0,0.667,8.0,8.0,1.0,5.0,9.0,12.0,7.0,2.0,1.0,3.0,5.0,25.0,27.0,0.888,0.8,0.875,0.8,20.0,31.2,20.3,45.4,3.5,4.0,18.2,37.6,160.0,109.0,1,False
84,MIL,101,BOS,89,2022,2022-05-01,240.0,240.0,37.0,90.0,0.411,12.0,34.0,0.353,15.0,21.0,0.714,10.0,44.0,54.0,22.0,11.0,5.0,13.0,21.0,101.0,,0.509,0.478,0.378,0.233,20.8,81.5,52.9,59.5,11.1,14.7,11.6,100.0,101.8,89.7,,,9.0,25.0,0.5,3.0,7.0,0.6,6.0,11.0,1.0,4.0,11.0,13.0,12.0,3.0,3.0,5.0,4.0,25.0,25.0,0.717,0.688,0.857,0.5,14.2,74.1,39.2,59.6,5.0,15.1,25.0,39.4,117.0,104.0,0,1,240.0,240.0,28.0,84.0,0.333,18.0,50.0,0.36,15.0,20.0,0.75,10.0,38.0,48.0,21.0,8.0,7.0,18.0,25.0,89.0,,0.48,0.44,0.595,0.238,18.5,79.2,47.1,75.0,8.1,12.5,16.2,100.0,89.7,101.8,,,6.0,18.0,1.0,4.0,9.0,0.667,5.0,8.0,1.0,3.0,10.0,10.0,6.0,2.0,3.0,7.0,4.0,21.0,3.0,1.0,1.0,1.0,0.667,20.1,50.4,23.7,86.4,3.0,19.3,50.0,43.7,200.0,113.0,1,True
85,MEM,116,GSW,117,2022,2022-05-01,240.0,240.0,41.0,95.0,0.432,16.0,40.0,0.4,18.0,24.0,0.75,16.0,30.0,46.0,26.0,11.0,6.0,14.0,19.0,116.0,,0.549,0.516,0.421,0.253,30.8,65.2,46.9,63.4,10.9,10.9,11.7,100.0,114.9,115.9,,,14.0,31.0,0.667,6.0,11.0,0.667,7.0,9.0,1.0,6.0,9.0,10.0,10.0,3.0,2.0,4.0,5.0,34.0,14.0,0.829,0.813,0.75,1.0,18.0,24.4,16.8,53.0,5.7,10.0,31.6,36.8,237.0,120.0,1,0,240.0,240.0,45.0,93.0,0.484,14.0,38.0,0.368,13.0,20.0,0.65,16.0,36.0,52.0,31.0,10.0,6.0,18.0,25.0,117.0,,0.575,0.559,0.409,0.215,34.8,69.2,53.1,68.9,9.9,10.9,15.0,100.0,115.9,114.9,,,12.0,20.0,0.8,5.0,12.0,0.5,4.0,7.0,1.0,4.0,6.0,8.0,9.0,3.0,2.0,5.0,5.0,31.0,10.0,0.8,0.8,0.6,1.0,18.0,29.8,19.0,38.9,8.4,5.1,100.0,26.6,144.0,127.0,0,False
